,price,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month,amenities_length
0,1413,160139,Central & Western,22.283516486155428,114.15017721985664,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,103,97.0,10.0,1.14,27
1,432,532909,Islands,22.200223996029006,114.13460854409271,Other,Entire home/apt,1,1.0,1.0,1.0,Real Bed,2,80.0,8.0,0.63,33
2,855,304876,Central & Western,22.284073896149422,114.15569563226877,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,229,88.0,9.0,2.66,11
3,1060,304876,Central & Western,22.288678844982492,114.14494426887484,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,153,88.0,8.0,1.8,13
4,942,654642,Central & Western,22.28343470605211,114.15539201543848,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,27,97.0,10.0,0.32,11
5,698,304876,Central & Western,22.286510725809478,114.14874342866396,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,176,84.0,9.0,2.1,18
6,777,304876,Central & Western,22.28694433748112,114.14855130064541,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,182,85.0,9.0,2.16,17
7,1578,530880,Islands,22.303881924388968,114.00887494506823,Apartment,Entire home/apt,8,1.0,2.0,6.0,Real Bed,86,90.0,9.0,1.05,34
8,895,1300549,Central & Western,22.28290540403561,114.15136548845771,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,136,97.0,9.0,1.67,21
9,1954,1321952,Central & Western,22.285357919330803,114.1500428814884,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,18,91.0,10.0,0.22,19
10,1319,1375696,Wan Chai,22.276260135459506,114.17292694108141,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,66,95.0,9.0,0.82,20
12,1083,1435069,Wan Chai,22.279399884482327,114.17117922634516,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,194,95.0,9.0,2.43,12
13,903,1443229,Central & Western,22.283593390690164,114.13138050818077,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,39,92.0,9.0,0.49,13
14,1554,1452499,Wan Chai,22.279376716931864,114.17368112272705,Apartment,Entire home/apt,10,2.0,3.0,6.0,Real Bed,192,87.0,9.0,2.4,14
15,942,1443229,Yuen Long,22.46662457800921,113.98315629426556,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,28,88.0,8.0,0.37,32
16,1020,1443229,Eastern,22.28382203808877,114.19262382232866,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,69,88.0,10.0,0.86,15
17,628,1469210,Central & Western,22.2831708432829,114.15028474440071,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,22,92.0,10.0,0.28,14
18,785,1505903,Central & Western,22.28113632563177,114.15306040851496,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,47,91.0,10.0,0.85,11
19,1107,1576511,Central & Western,22.282223199573075,114.15447639789869,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,20,98.0,10.0,0.25,9
20,1005,1375696,Wan Chai,22.27598989041941,114.17976489612019,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,15,86.0,9.0,0.2,17
21,2260,1375696,Wan Chai,22.277106596351448,114.17771503477829,Apartment,Entire home/apt,10,3.0,3.0,6.0,Real Bed,90,94.0,9.0,1.18,18
22,1789,1375696,Wan Chai,22.278156146689867,114.17633577765386,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,60,95.0,10.0,0.78,21
23,1162,1529119,Wan Chai,22.27908573771492,114.17204755812243,Apartment,Entire home/apt,5,2.0,3.0,4.0,Real Bed,201,86.0,9.0,3.12,17
24,1154,1137330,Eastern,22.291225761090345,114.20124632961814,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,111,96.0,10.0,1.44,25
25,2504,1794577,Southern,22.267905871473594,114.12553903607208,Apartment,Entire home/apt,10,3.0,5.0,5.0,Real Bed,2,100.0,10.0,0.16,33
26,1099,1687846,Wan Chai,22.274640541440768,114.17252368335708,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,35,93.0,10.0,0.55,20
27,487,1946293,Wan Chai,22.278138104111644,114.1922752866901,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,40,97.0,10.0,0.52,12
28,801,1966274,Yau Tsim Mong,22.306727093749057,114.16853152183138,Apartment,Entire home/apt,8,1.0,2.0,4.0,Real Bed,216,87.0,9.0,2.85,29
29,1789,1375696,Wan Chai,22.278137530402198,114.18102013452265,Apartment,Entire home/apt,8,1.0,3.0,6.0,Real Bed,34,94.0,9.0,0.44,19
30,1020,2022316,Central & Western,22.28160333102864,114.15042420905745,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,12
31,785,1375696,Wan Chai,22.277358135524747,114.17948874165268,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,18,99.0,10.0,0.24,16
32,549,1991696,Yau Tsim Mong,22.297013462942427,114.17137815702948,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,167,90.0,10.0,3.48,21
33,997,1564983,Yau Tsim Mong,22.305980774364013,114.16590439289058,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,352,98.0,10.0,4.99,38
34,1091,2085785,Central & Western,22.288013368395532,114.150019176654,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,117,93.0,10.0,1.55,20
35,1248,2200572,Central & Western,22.287561258562153,114.13367098073059,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,5,96.0,9.0,0.07,8
36,377,2283777,Wan Chai,22.277319578639563,114.1829141869248,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,59,81.0,10.0,1.14,26
37,926,2296168,Central & Western,22.28752550317257,114.14308102312573,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,18,82.0,9.0,0.25,18
38,1099,2254012,Wan Chai,22.280734942699414,114.17837796447908,Apartment,Entire home/apt,7,1.0,3.0,4.0,Real Bed,166,94.0,9.0,2.23,22
39,871,2336819,Eastern,22.283598436204294,114.222025390901,Other,Entire home/apt,4,1.0,1.0,2.0,Real Bed,145,97.0,9.0,1.95,25
40,298,2379932,Central & Western,22.285707257321345,114.15166416918294,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,14
41,542,2460679,Yau Tsim Mong,22.321934230042046,114.1621267164637,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,51,94.0,9.0,0.73,16
42,581,2474113,Islands,22.23696615079861,114.11059291179151,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,30,98.0,10.0,0.55,14
43,871,1189239,Central & Western,22.28355880508644,114.14835420908396,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,149,93.0,10.0,2.01,22
44,502,1966274,Yau Tsim Mong,22.307929502228628,114.16911064907123,Other,Entire home/apt,3,1.0,1.0,2.0,Real Bed,172,80.0,9.0,2.36,29
45,596,745577,Yau Tsim Mong,22.298635481568365,114.17304370736623,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,233,96.0,10.0,3.16,26
46,1177,2601704,Yau Tsim Mong,22.3082194982468,114.16715245286751,Condominium,Entire home/apt,10,2.0,3.0,3.0,Real Bed,112,84.0,9.0,1.59,18
47,753,2192939,Wan Chai,22.27762755241785,114.18317574635651,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,4,95.0,9.0,0.11,14
48,785,2172438,Southern,22.238905985625905,114.15269859106796,Other,Entire home/apt,4,1.0,0.0,2.0,Real Bed,8,98.0,10.0,0.47,24
49,997,2625423,Central & Western,22.284027104179305,114.14191794513408,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,12,95.0,10.0,0.19,13
50,698,2661975,Yau Tsim Mong,22.303559087787885,114.17174609595943,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75,91.0,9.0,1.03,10
51,753,2679225,Central & Western,22.28275861737913,114.12848062627451,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,80.0,8.0,0.05,15
52,542,808933,Central & Western,22.285047958068372,114.14211445891348,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,142,90.0,9.0,1.98,10
53,871,635161,Central & Western,22.28377938039541,114.14759549910048,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5,96.0,9.0,0.08,8
54,290,2755168,Kowloon City,22.31360587561748,114.18962791886328,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,190,93.0,9.0,2.6,15
55,596,2767759,Wan Chai,22.27972774021619,114.18622914781122,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,8
56,283,2767794,Wan Chai,22.27787450170807,114.17678408710516,Apartment,Shared room,8,3.0,1.0,8.0,Real Bed,83,90.0,10.0,1.19,27
57,283,2767794,Wan Chai,22.27930597856336,114.176626970685,Apartment,Shared room,8,3.0,1.0,8.0,Real Bed,131,91.0,10.0,3.94,30
58,283,2767794,Wan Chai,22.27938854786732,114.17776941653891,Apartment,Shared room,8,3.0,1.0,8.0,Real Bed,31,83.0,10.0,0.93,30
59,283,2767794,Wan Chai,22.277621214440547,114.17624144021768,Apartment,Shared room,8,3.0,1.0,8.0,Real Bed,13,92.0,10.0,0.4,30
60,283,2767794,Wan Chai,22.27706377289324,114.175890890162,Apartment,Shared room,8,3.0,1.0,8.0,Real Bed,110,88.0,10.0,1.52,31
61,283,2767794,Wan Chai,22.277594384529138,114.17671059586849,Apartment,Shared room,8,3.0,1.0,8.0,Real Bed,24,90.0,10.0,0.33,30
62,1844,2846701,Islands,22.25386133091009,113.86400167093456,Other,Private room,5,1.0,1.0,4.0,Real Bed,3,93.0,9.0,0.08,12
63,1632,1529119,Wan Chai,22.278905996908737,114.1716586727611,Apartment,Entire home/apt,10,2.0,3.0,6.0,Real Bed,152,88.0,9.0,2.1,14
64,447,1991696,Yau Tsim Mong,22.298460365224443,114.17233495869905,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,247,90.0,10.0,3.44,21
65,447,2953879,Yau Tsim Mong,22.304948718092884,114.17253263418405,Apartment,Private room,16,7.0,1.0,14.0,Real Bed,22,91.0,10.0,0.31,10
66,1154,2846701,Islands,22.25592645202848,113.86182674263168,Other,Private room,3,1.0,1.0,1.0,Real Bed,18,93.0,9.0,0.35,11
67,879,2846701,Islands,22.254370864741716,113.86370062808571,Other,Private room,3,1.0,1.0,2.0,Real Bed,12,97.0,10.0,0.21,10
68,636,2846701,Islands,22.254092752469784,113.86228354922363,Other,Private room,2,1.0,1.0,1.0,Real Bed,42,90.0,9.0,0.72,12
69,1499,2986287,Islands,22.293776130815786,114.01457701650631,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,15,89.0,10.0,0.27,21
70,1648,530880,Islands,22.306314429221448,114.00861879034487,Apartment,Entire home/apt,12,2.0,3.0,9.0,Real Bed,116,88.0,9.0,1.62,36
71,761,3079511,Yau Tsim Mong,22.31500554689059,114.16906761255323,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,321,90.0,9.0,4.45,13
72,1201,3073447,Central & Western,22.283866210813837,114.14753391214987,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,28,97.0,10.0,0.39,10
73,848,3132294,Central & Western,22.28647732999432,114.14967245294159,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,44,94.0,10.0,0.66,18
74,502,694068,Islands,22.24304799301178,113.97582813038643,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,162,91.0,9.0,2.27,12
75,997,3161756,Wan Chai,22.278111041317324,114.17353842908041,Apartment,Entire home/apt,10,1.0,3.0,1.0,Real Bed,19,95.0,10.0,0.27,7
76,1554,1452499,Wan Chai,22.278895182239257,114.17208668631679,Apartment,Entire home/apt,7,2.0,3.0,4.0,Real Bed,148,88.0,9.0,2.16,18
77,212,634820,Yau Tsim Mong,22.326174418510664,114.16459201009485,Hostel,Shared room,1,2.5,1.0,1.0,Real Bed,102,91.0,9.0,1.44,19
78,816,3052154,Yau Tsim Mong,22.3162911388797,114.17060451840463,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,137,86.0,9.0,1.92,17
79,447,634820,Sham Shui Po,22.33096285765966,114.164290209842,Hostel,Private room,2,3.0,1.0,1.0,Real Bed,35,91.0,9.0,0.49,19
80,698,808933,Wan Chai,22.27870787337609,114.18142185994465,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,146,89.0,10.0,2.11,22
81,298,3383055,Yau Tsim Mong,22.3112750556478,114.16836450931288,Apartment,Private room,3,1.5,1.0,1.0,Real Bed,100,89.0,9.0,1.42,11
82,879,2083001,Central & Western,22.2861605571736,114.15247380270188,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125,92.0,10.0,2.39,20
83,353,3383055,Yau Tsim Mong,22.31008072881492,114.1702594975902,Apartment,Private room,3,1.5,1.0,1.0,Real Bed,143,88.0,9.0,2.03,11
84,298,3383055,Yau Tsim Mong,22.30941658718479,114.16849759538151,Other,Private room,3,1.5,1.0,1.0,Real Bed,117,90.0,9.0,1.67,20
85,298,3383055,Yau Tsim Mong,22.31145454323437,114.1684469207502,Apartment,Private room,3,1.5,1.0,1.0,Real Bed,129,88.0,9.0,1.86,12
86,298,3383055,Yau Tsim Mong,22.310818044244076,114.17002883545796,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,193,90.0,9.0,2.73,11
87,1162,3495738,Wan Chai,22.280199856219525,114.17931394368,Apartment,Entire home/apt,7,1.0,2.0,3.0,Real Bed,102,94.0,10.0,1.45,29
88,989,3580728,Islands,22.224983911595448,114.11338179099756,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,52,94.0,9.0,0.74,11
89,1868,1452499,Wan Chai,22.27903956441603,114.1708416767038,Apartment,Entire home/apt,11,3.0,4.0,7.0,Real Bed,190,85.0,9.0,2.78,18
90,651,3707765,Wan Chai,22.285189663596853,114.19191682268585,Apartment,Private room,8,1.5,1.0,4.0,Real Bed,0,0.0,0.0,0.0,4
91,298,3383055,Yau Tsim Mong,22.305993333247105,114.17119850205091,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,29,86.0,9.0,0.42,9
92,879,3707765,Wan Chai,22.28552034803012,114.19012265521263,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,18,77.0,9.0,0.26,15
93,361,3704487,Yau Tsim Mong,22.307451644078093,114.17137899804004,Hostel,Private room,3,1.0,1.0,1.0,Real Bed,179,91.0,9.0,2.55,37
94,361,3704487,Yau Tsim Mong,22.307588731423284,114.17104982252992,Hostel,Private room,4,1.0,1.0,1.0,Real Bed,139,91.0,10.0,2.0,32
95,298,3704487,Yau Tsim Mong,22.306196153175254,114.17223988989383,Hostel,Private room,3,1.0,1.0,1.0,Real Bed,85,89.0,10.0,1.22,31
96,298,3704487,Yau Tsim Mong,22.306147114864697,114.17108159156672,Hostel,Private room,2,1.0,1.0,1.0,Real Bed,161,91.0,10.0,2.33,32
97,322,3784841,Yau Tsim Mong,22.316921832389852,114.16989949844994,Apartment,Private room,5,1.0,1.0,2.0,Real Bed,8,83.0,9.0,0.12,17
98,392,3784841,Yau Tsim Mong,22.316182731200318,114.1692413321115,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,17,86.0,9.0,0.26,6
99,502,3383055,Yau Tsim Mong,22.307574924926058,114.17138769899523,Apartment,Private room,3,1.5,1.0,1.0,Real Bed,19,82.0,9.0,0.27,9
100,447,3383055,Yau Tsim Mong,22.307608281329077,114.1711232459682,Apartment,Private room,5,1.5,1.0,1.0,Real Bed,23,91.0,9.0,0.33,9
101,471,3383055,Yau Tsim Mong,22.30617754918912,114.172209852297,Apartment,Private room,4,1.5,1.0,1.0,Real Bed,22,84.0,9.0,0.32,14
102,801,3820308,Yau Tsim Mong,22.322427441905045,114.1697415990603,Apartment,Entire home/apt,8,1.0,2.0,3.0,Real Bed,72,93.0,10.0,1.04,22
103,377,3784841,Yau Tsim Mong,22.318273456319027,114.16852931681437,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,13,88.0,10.0,0.19,6
104,283,3784841,Yau Tsim Mong,22.316424948199142,114.17002621061205,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,32,83.0,9.0,0.48,7
105,1012,3900338,Central & Western,22.282200066689672,114.15180486697346,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,91.0,9.0,0.19,13
106,400,2953879,Yau Tsim Mong,22.306811738688225,114.17151349621149,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,6,84.0,9.0,0.11,21
107,447,2953879,Yau Tsim Mong,22.305180075290078,114.1711959395517,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,3,60.0,9.0,0.04,19
108,283,2953879,Yau Tsim Mong,22.30623714170137,114.1713807216622,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,12,86.0,9.0,0.17,12
109,298,2953879,Yau Tsim Mong,22.305114639021358,114.1722155515358,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,9,90.0,9.0,0.13,7
110,832,3934072,Kowloon City,22.320698720986794,114.17329182387572,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,141,83.0,9.0,2.06,18
111,722,3970555,Wan Chai,22.27925931675928,114.1920702049465,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,14,90.0,10.0,0.2,11
112,1083,2232885,Yau Tsim Mong,22.320458729793945,114.1728429401583,Apartment,Entire home/apt,7,2.0,3.0,7.0,Real Bed,79,90.0,9.0,1.15,21
113,848,3934072,Yau Tsim Mong,22.31647518643715,114.17240546958584,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,137,86.0,9.0,1.99,23
114,298,4031260,North,22.50262129592027,114.1341807048552,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,38,94.0,9.0,0.55,19
116,330,4048151,Yau Tsim Mong,22.306315140440006,114.17078721724329,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,175,84.0,9.0,2.62,12
117,1099,3800609,Yau Tsim Mong,22.318410492221442,114.1698070100814,Apartment,Entire home/apt,6,1.0,2.0,1.0,Real Bed,124,89.0,9.0,1.86,14
118,1350,2007350,Wan Chai,22.280673305113307,114.17878025295649,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,276,95.0,10.0,4.02,17
119,220,4090623,Yau Tsim Mong,22.31949694330741,114.16798895908293,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,141,94.0,9.0,2.58,14
120,918,3776595,Yau Tsim Mong,22.30773745162692,114.1679781988397,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,212,87.0,9.0,3.1,17
121,353,2283777,Wan Chai,22.279121347826838,114.18397981567728,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100,86.0,10.0,1.49,21
122,997,4127290,Central & Western,22.2834556394942,114.13046907463959,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,26,95.0,9.0,0.39,22
123,1020,1443229,Wan Chai,22.275786663285107,114.17066914710794,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,113,87.0,10.0,1.7,14
124,706,2172438,Central & Western,22.280001115976848,114.15218371782059,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,17,93.0,10.0,0.27,33
125,196,4179437,Sha Tin,22.370203784569807,114.17272825860901,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,7
126,926,1428352,Wan Chai,22.27910093634381,114.18098900821798,Apartment,Entire home/apt,6,1.0,2.0,5.0,Real Bed,230,88.0,9.0,3.39,24
127,777,1321952,Central & Western,22.285589377312185,114.15048265262811,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,47,97.0,10.0,0.69,23
128,903,4267218,Central & Western,22.283588534614577,114.14684773421001,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,34,96.0,10.0,0.51,36
129,903,694068,Islands,22.24466018743889,113.97188011280159,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,7,83.0,9.0,0.1,14
130,753,4319377,Southern,22.236124982038547,114.15455440151855,Other,Entire home/apt,4,0.5,1.0,2.0,Real Bed,1,80.0,8.0,0.6,23
131,887,4319967,Sham Shui Po,22.33454752679819,114.159922463937,Apartment,Entire home/apt,10,1.0,2.0,3.0,Real Bed,71,90.0,9.0,1.06,10
132,596,3820308,Yau Tsim Mong,22.30174284436142,114.17686388303636,Other,Entire home/apt,4,1.0,1.0,1.0,Real Bed,89,90.0,9.0,1.31,20
133,651,4345949,Yau Tsim Mong,22.30139475530653,114.17627058333531,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,23,92.0,9.0,0.34,11
134,1711,1452499,Wan Chai,22.277317399668984,114.17577805505242,Apartment,Entire home/apt,10,2.0,3.0,6.0,Real Bed,205,88.0,9.0,3.12,19
135,761,4345080,Wan Chai,22.275409787001266,114.17069911161964,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,22,97.0,10.0,0.33,16
136,667,4420092,Central & Western,22.28638091547448,114.14055048667,Apartment,Entire home/apt,3,1.0,2.0,2.0,Other,86,90.0,9.0,1.31,27
137,785,4414395,Wan Chai,22.27812036485528,114.18182790547108,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,60,86.0,10.0,1.06,35
138,306,4441809,Wan Chai,22.2799447617332,114.1896622559964,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,404,97.0,10.0,6.02,35
139,502,4352371,Eastern,22.291322343512768,114.2033604965603,Other,Private room,3,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,7
140,879,4481461,Wan Chai,22.27110619589563,114.17399200636814,House,Shared room,1,1.0,1.0,1.0,Real Bed,11,91.0,9.0,0.18,25
141,1130,4393124,Wan Chai,22.27812713416615,114.1796472193466,Apartment,Entire home/apt,9,1.0,2.0,4.0,Real Bed,126,92.0,9.0,1.96,20
142,526,3820308,Yau Tsim Mong,22.30203992794872,114.1751707719569,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,32,86.0,9.0,0.48,13
143,3924,4422400,Central & Western,22.280480089809128,114.15281509823565,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,6,100.0,10.0,0.09,15
144,196,4602950,Yuen Long,22.440563183183045,114.07317532080792,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,42,94.0,8.0,0.69,14
145,879,4326731,Yau Tsim Mong,22.297264330796896,114.17435590656996,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,243,94.0,9.0,3.68,29
147,903,1966274,Yau Tsim Mong,22.31935110930834,114.16980394526396,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,189,87.0,10.0,2.87,25
148,879,4326731,Yau Tsim Mong,22.295865065265357,114.17363444756506,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,262,95.0,9.0,3.99,29
150,361,4850005,Sham Shui Po,22.33065769666356,114.16139977377516,Other,Entire home/apt,4,1.0,1.0,3.0,Real Bed,73,95.0,9.0,1.58,20
151,432,4891952,Wan Chai,22.27453266186629,114.17277187005578,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,200,91.0,10.0,4.26,29
152,1154,4971086,Yau Tsim Mong,22.32470810101495,114.16750798147427,Apartment,Entire home/apt,8,1.0,3.0,4.0,Real Bed,269,96.0,10.0,4.24,36
153,1122,4971086,Yau Tsim Mong,22.323346024236727,114.17017201551269,Apartment,Entire home/apt,8,1.0,2.0,4.0,Real Bed,309,95.0,10.0,4.72,27
154,1099,5100812,Central & Western,22.284896496852408,114.1540198077943,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,47,92.0,10.0,0.72,17
155,400,5100812,Central & Western,22.284454148876964,114.153656090996,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,100.0,10.0,0.03,1
156,769,5207666,Central & Western,22.286655685393537,114.14629461237485,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,28,90.0,9.0,0.44,5
157,981,2180835,Yau Tsim Mong,22.31845810187136,114.16964913284849,Apartment,Entire home/apt,7,1.0,2.0,4.0,Real Bed,72,92.0,10.0,1.12,17
158,557,5299333,Eastern,22.28576875908976,114.21447076080015,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,60.0,8.0,0.02,14
159,1052,3079511,Yau Tsim Mong,22.322840310878487,114.16822193200369,Condominium,Entire home/apt,8,1.0,3.0,5.0,Real Bed,254,90.0,9.0,3.94,16
160,636,5181284,Central & Western,22.282894677302128,114.15293375315224,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,118,91.0,10.0,1.83,12
161,698,80868,Central & Western,22.284551767444725,114.15527435934405,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,59,91.0,10.0,0.96,10
162,196,4812035,Yau Tsim Mong,22.29875886093945,114.17090667524056,Hostel,Shared room,16,2.0,1.0,4.0,Real Bed,90,87.0,10.0,1.41,18
163,212,4812035,Yau Tsim Mong,22.298901647504973,114.17092465737423,Hostel,Shared room,1,8.0,1.0,1.0,Real Bed,109,89.0,10.0,1.7,19
164,801,5553978,Central & Western,22.284338240714245,114.1503345145194,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,11,95.0,9.0,0.18,24
165,863,3800609,Yau Tsim Mong,22.32420825869326,114.1714943719404,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,47,85.0,9.0,0.74,13
166,596,2014297,Central & Western,22.286714767704428,114.15092839685063,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,53,96.0,10.0,0.83,8
167,596,3905388,Islands,22.24189178866981,113.98010370696713,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,118,93.0,9.0,2.16,16
168,596,5742879,Yau Tsim Mong,22.32085847103309,114.16955600102273,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,1
169,769,1375696,Wan Chai,22.278585353722143,114.17800350646607,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,29,97.0,10.0,0.45,11
170,801,1375696,Wan Chai,22.278048991172966,114.17962388566895,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,96.0,9.0,0.24,17
171,2339,1375696,Wan Chai,22.278021226123823,114.17961068027948,Apartment,Entire home/apt,10,3.0,3.0,6.0,Real Bed,38,95.0,9.0,0.62,22
172,173,4812035,Yau Tsim Mong,22.298853163849405,114.17289114238785,Hostel,Shared room,1,8.0,1.0,8.0,Real Bed,191,89.0,10.0,3.02,18
173,698,4812035,Yau Tsim Mong,22.29826316480575,114.1707107858816,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,85,80.0,9.0,1.62,16
174,345,2283777,Wan Chai,22.27726908301934,114.18504533510963,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,103,85.0,10.0,1.63,19
175,1099,3800609,Yau Tsim Mong,22.317968420356678,114.17097295372514,Apartment,Entire home/apt,5,1.0,2.0,1.0,Real Bed,41,84.0,9.0,0.67,14
176,502,5147422,Kowloon City,22.32939700449719,114.18706249812706,Apartment,Entire home/apt,2,1.0,1.0,1.0,Other,276,99.0,10.0,4.36,27
177,981,4971086,Yau Tsim Mong,22.32005169702004,114.17280632550249,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,367,94.0,10.0,5.88,31
178,1601,4971086,Yau Tsim Mong,22.32038003464339,114.17222105935343,Apartment,Entire home/apt,12,2.0,4.0,5.0,Real Bed,285,93.0,10.0,4.8,50
