,price,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month,amenities_length
380,667,1375696,Wan Chai,22.278540851431227,114.17189643057048,Apartment,Private room,3,2.5,1.0,2.0,Real Bed,5,96.0,10.0,0.12,19
381,1193,2792919,Central & Western,22.280042327712717,114.15359535589691,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,56,94.0,10.0,1.08,26
382,1099,3776595,Wan Chai,22.276827505655003,114.17449405396795,Apartment,Entire home/apt,10,1.0,3.0,8.0,Real Bed,195,89.0,10.0,3.69,18
383,848,8122210,Central & Western,22.28425453405668,114.14937249471927,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,3,93.0,9.0,0.41,1
384,534,11887539,Wan Chai,22.277568254681754,114.18302920525907,Other,Private room,2,1.0,1.0,1.0,Real Bed,31,92.0,10.0,0.59,18
385,989,10575316,Central & Western,22.28769285533573,114.14262728206612,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,16,86.0,10.0,0.32,23
386,298,12526206,Yau Tsim Mong,22.323302727664558,114.16843715893005,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,0.0,0.0,0.0,1
387,337,4048151,Yau Tsim Mong,22.306716263157806,114.17218883412788,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,51,84.0,10.0,1.38,10
388,628,11887539,Wan Chai,22.278803676177066,114.18357121199358,Other,Private room,2,1.0,1.0,1.0,Real Bed,20,86.0,10.0,0.38,18
389,667,11887539,Wan Chai,22.27909797278376,114.18504614054815,Other,Private room,3,1.0,1.0,2.0,Real Bed,26,94.0,10.0,0.51,18
390,997,1654196,Wan Chai,22.274896664857273,114.1748017941226,Apartment,Entire home/apt,8,1.0,2.0,4.0,Real Bed,66,81.0,9.0,1.27,19
391,667,11887539,Wan Chai,22.277986656894928,114.18373295829605,Other,Private room,2,1.0,1.0,1.0,Real Bed,10,76.0,9.0,0.22,19
392,534,11887539,Wan Chai,22.278525979692294,114.18359446142999,Other,Private room,2,1.0,1.0,1.0,Real Bed,24,88.0,9.0,0.46,18
393,447,2953879,Yau Tsim Mong,22.304686475534353,114.1710383645302,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,80.0,10.0,0.05,11
394,1201,9830741,Central & Western,22.286483576912246,114.15321603946995,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,95.0,10.0,0.08,19
395,903,12326516,Yau Tsim Mong,22.313756199542702,114.1676472566666,Condominium,Entire home/apt,5,1.0,2.0,4.0,Real Bed,217,97.0,10.0,4.12,30
396,698,304876,Central & Western,22.280605630336538,114.15475793920747,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,55,87.0,10.0,1.05,13
397,636,304876,Central & Western,22.280145175849817,114.1560439692609,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,86,92.0,10.0,1.65,12
398,816,304876,Central & Western,22.279892277493147,114.15608050281742,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,69,89.0,10.0,1.33,12
399,1193,12913949,Central & Western,22.284337257296663,114.14219813493817,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,14,97.0,10.0,0.33,19
400,2982,2767559,Yau Tsim Mong,22.314579306253773,114.17154000948769,Apartment,Entire home/apt,9,2.0,3.0,5.0,Real Bed,0,0.0,0.0,0.0,15
401,2982,59802,Central & Western,22.28763952668727,114.13358219772148,Apartment,Entire home/apt,4,2.0,3.0,2.0,Real Bed,3,93.0,8.0,0.06,22
402,502,4345949,Yau Tsim Mong,22.30113191310517,114.1734494697748,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,28,90.0,10.0,0.53,21
403,447,12970634,Wan Chai,22.277752378430403,114.18613432985883,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,13,87.0,10.0,0.25,5
404,549,13042854,Central & Western,22.284121378564905,114.12809909248631,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,4,95.0,10.0,0.09,12
405,400,12404807,Yau Tsim Mong,22.31662856727029,114.1714152357832,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149,90.0,10.0,2.85,18
406,2888,5533945,Central & Western,22.28575855579746,114.14768611766395,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,11,96.0,9.0,0.21,8
407,400,12970634,Wan Chai,22.277925176329454,114.18494003429258,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22,79.0,10.0,0.42,7
408,722,12404807,Yau Tsim Mong,22.3185611974083,114.17175299562321,Apartment,Entire home/apt,7,1.0,2.0,3.0,Real Bed,209,90.0,9.0,4.01,14
409,698,6070003,Yau Tsim Mong,22.303908564624706,114.17074969782406,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,75.0,10.0,0.08,4
410,1201,12404807,Yau Tsim Mong,22.317403308905455,114.1703552082249,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,70,89.0,10.0,1.4,16
411,698,12404807,Yau Tsim Mong,22.318626270663557,114.1693231844102,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,161,90.0,9.0,3.09,11
412,432,13512900,Yau Tsim Mong,22.323279461313053,114.17040428741949,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,34,81.0,9.0,0.71,15
413,942,13527132,Yau Tsim Mong,22.319814114312983,114.16538044538488,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,85.0,7.0,0.51,8
414,1169,304876,Central & Western,22.280724041951498,114.1555463339152,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,63,91.0,10.0,1.21,16
415,392,1336083,Central & Western,22.28289555533747,114.15218232151214,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,100.0,10.0,0.35,13
416,651,11865785,Yau Tsim Mong,22.32169565212385,114.16328981600648,Other,Entire home/apt,2,1.0,1.0,1.0,Other,3,93.0,9.0,0.06,19
417,683,13653706,Islands,22.21134300055075,114.02612291694531,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,56,98.0,10.0,1.1,12
418,1585,13686237,Central & Western,22.283729412175692,114.15030233955143,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,74,97.0,10.0,1.48,31
419,667,11887539,Wan Chai,22.277842970717344,114.18465757887056,Other,Private room,3,1.0,1.0,2.0,Real Bed,38,90.0,9.0,0.75,18
420,502,13801265,Yau Tsim Mong,22.298687443327765,114.17566535291296,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,90.0,9.0,0.04,10
421,722,10981583,Yau Tsim Mong,22.30170246846432,114.17448317517578,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,264,92.0,9.0,5.12,33
422,400,13801265,Yau Tsim Mong,22.297781025371197,114.17633914721638,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,18,92.0,9.0,0.36,11
423,400,13801265,Yau Tsim Mong,22.298469498362106,114.17608898875345,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,10,82.0,9.0,0.2,11
424,785,1270196,Central & Western,22.286918005548877,114.13815282616643,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,90.0,8.0,0.05,14
425,369,2283777,Wan Chai,22.279566431958898,114.18344019619032,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80,85.0,10.0,1.55,20
426,1601,13942214,Wan Chai,22.28012727021019,114.18380767882395,Apartment,Entire home/apt,8,2.0,3.0,3.0,Real Bed,61,92.0,10.0,1.2,15
427,1680,6208465,Wan Chai,22.28195414367405,114.18417920415449,Apartment,Entire home/apt,8,2.0,3.0,3.0,Real Bed,47,89.0,10.0,0.92,12
428,330,13967962,Wan Chai,22.27932755434789,114.18260377319231,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,141,92.0,10.0,2.84,14
429,1868,12600035,Central & Western,22.28084969943788,114.15261419400193,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,15,95.0,10.0,0.29,14
430,879,3800609,Yau Tsim Mong,22.320058767544083,114.17050631151942,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,62,90.0,9.0,1.23,13
431,502,14106467,Wan Chai,22.269273097948602,114.18599791716645,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,7,89.0,9.0,0.16,13
432,345,2283777,Wan Chai,22.27931066003207,114.1832799428409,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,36,80.0,9.0,0.7,27
433,761,14177354,Central & Western,22.280663527556552,114.12873640747044,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,0.0,0.0,0.49,16
434,973,3383055,Yau Tsim Mong,22.311910107137603,114.17091126152123,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,17,91.0,9.0,0.34,17
435,1797,14269332,Yau Tsim Mong,22.299536542772735,114.18443958775688,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,13,90.0,9.0,0.28,16
436,651,3704487,Yau Tsim Mong,22.31048130656932,114.16964823599695,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,50,86.0,9.0,1.0,32
437,651,2767559,Yau Tsim Mong,22.316137500999847,114.17077429068944,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,0,0.0,0.0,0.0,15
439,620,5735765,Wan Chai,22.277682277942187,114.16819285271912,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,41,78.0,10.0,0.8,16
440,2001,2767559,Yau Tsim Mong,22.317289206089374,114.16915224058071,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,0,0.0,0.0,0.0,17
441,777,9607181,Islands,22.204674763069416,114.02564091493856,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,46,92.0,9.0,0.9,23
442,1946,13861366,Central & Western,22.27507544586043,114.156238984004,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,10,98.0,10.0,0.39,18
443,573,10560828,Islands,22.266451474064695,113.99430172045223,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,134,95.0,9.0,2.64,25
444,981,14661179,Central & Western,22.28581761731645,114.14790306444664,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,8
445,1350,6069941,Eastern,22.28826353341539,114.18984582790605,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,98.0,9.0,0.16,21
446,903,14626463,Yau Tsim Mong,22.297966990744513,114.17054572495395,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,4,80.0,10.0,0.09,11
447,651,14626463,Yau Tsim Mong,22.297890418430576,114.17135167181284,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,80.0,9.0,0.06,13
448,651,14626463,Yau Tsim Mong,22.297755450941338,114.1699083689336,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,73.0,9.0,0.09,11
449,518,14626463,Yau Tsim Mong,22.29798351459374,114.16988524351372,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,16,93.0,10.0,0.58,11
450,651,14626463,Yau Tsim Mong,22.29658297535099,114.16997736001356,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,60.0,10.0,0.03,11
451,651,14626463,Yau Tsim Mong,22.297988189057275,114.17126391261141,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,90.0,10.0,0.07,9
452,651,14626463,Yau Tsim Mong,22.295831941509935,114.17009678036415,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,19,87.0,9.0,0.56,11
453,487,14626463,Yau Tsim Mong,22.29795407668249,114.16980218069496,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,14,86.0,9.0,0.41,12
454,518,14626463,Yau Tsim Mong,22.296390675058237,114.17008540001531,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39,88.0,10.0,0.87,10
455,502,14737413,Wan Chai,22.278804702762976,114.19347320579095,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,4,90.0,10.0,0.08,8
456,620,14769835,Central & Western,22.282290667884716,114.15605258927887,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,44,90.0,9.0,0.87,19
457,824,2784317,Wan Chai,22.274362537760386,114.1751197341044,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,7,91.0,9.0,0.14,9
458,424,14861546,Wan Chai,22.278303226603164,114.1849102435122,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,6,90.0,10.0,0.12,8
459,1201,4698105,Central & Western,22.283086274614448,114.129737959733,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,5,96.0,9.0,0.1,22
460,746,13401613,Central & Western,22.282858182370315,114.15331361735348,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,23,85.0,10.0,0.48,16
461,487,14997120,Sham Shui Po,22.33075542029253,114.16258989755093,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,46,88.0,10.0,0.91,13
462,502,14758724,Central & Western,22.284273985624637,114.14800263622772,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4,85.0,9.0,0.11,18
463,596,15069940,Yau Tsim Mong,22.29809557279016,114.17098372712174,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,63,87.0,9.0,1.24,20
464,542,14997120,Yau Tsim Mong,22.320519620889048,114.16805005825485,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,39,88.0,9.0,0.8,13
465,424,2283777,Wan Chai,22.27862288564334,114.18468880198324,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,28,81.0,10.0,0.58,20
466,392,14861546,Wan Chai,22.279173333315548,114.18606054723273,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,41,86.0,10.0,0.84,8
467,706,14861546,Wan Chai,22.278402628052998,114.1861847316219,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,28,83.0,10.0,0.57,8
468,698,15031121,Tai Po,22.454661523176142,114.1625656464974,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,0,0.0,0.0,0.0,6
469,1177,13653706,Islands,22.21106976479698,114.02580763702781,Apartment,Private room,6,1.0,1.0,2.0,Real Bed,23,96.0,10.0,0.53,10
470,196,15204888,Yau Tsim Mong,22.318177884257732,114.1704327635052,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,5,96.0,9.0,0.12,11
471,2198,13080709,Wan Chai,22.27708929619514,114.17723564739686,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,6,92.0,10.0,0.12,18
472,997,15262785,Yau Tsim Mong,22.316856165259413,114.1725300387666,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,6,90.0,9.0,0.13,10
473,989,15262785,Yau Tsim Mong,22.317564572588555,114.1695340224033,Apartment,Entire home/apt,7,1.0,2.0,2.0,Real Bed,8,77.0,9.0,0.19,10
474,1389,15262785,Yau Tsim Mong,22.319083560945,114.17042201551456,Apartment,Entire home/apt,9,1.0,2.0,4.0,Real Bed,5,72.0,8.0,0.11,10
475,644,304876,Central & Western,22.28815167556152,114.1483615540732,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,85,84.0,9.0,1.78,13
476,1397,9157229,Tsuen Wan,22.397887632849866,114.10728848692024,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,30,80.0,9.0,0.6,19
477,2504,15361246,Southern,22.219712605060057,114.2107879297818,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,20,97.0,10.0,0.44,14
478,596,15069940,Yau Tsim Mong,22.29790434942853,114.17297459614231,Other,Private room,2,1.0,1.0,1.0,Real Bed,81,89.0,10.0,1.64,22
479,1287,15397373,Wan Chai,22.277907564202014,114.17836459302431,Apartment,Entire home/apt,5,2.0,3.0,4.0,Real Bed,95,95.0,10.0,1.91,33
480,848,15069940,Yau Tsim Mong,22.298485276340518,114.17190755876696,Other,Private room,2,1.0,1.0,2.0,Real Bed,78,93.0,10.0,1.57,17
481,801,15069940,Yau Tsim Mong,22.298189487031813,114.17119479860935,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25,90.0,10.0,0.51,17
482,848,15069940,Yau Tsim Mong,22.299983550988483,114.17099202882409,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,36,93.0,10.0,0.75,16
483,353,15210533,Yau Tsim Mong,22.307760742969915,114.16627063966335,Other,Private room,2,1.0,1.0,2.0,Real Bed,20,92.0,10.0,1.37,8
484,730,15424910,Islands,22.30278282225161,114.01075303312305,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,18,91.0,10.0,0.36,16
485,1052,9157229,Yau Tsim Mong,22.310794609533684,114.16949712798372,Condominium,Entire home/apt,7,1.0,2.0,4.0,Real Bed,15,91.0,9.0,0.3,14
486,1554,15247446,Wan Chai,22.27765462242675,114.17548201361812,Apartment,Entire home/apt,9,2.5,3.0,5.0,Real Bed,173,96.0,10.0,4.44,16
487,1044,9157229,Yau Tsim Mong,22.317943025404812,114.17045666457577,Apartment,Entire home/apt,7,1.0,2.0,4.0,Real Bed,14,82.0,9.0,0.29,19
488,1397,9157229,Yau Tsim Mong,22.31807008192564,114.1701449947777,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,10,80.0,9.0,0.2,18
489,581,3820308,Yau Tsim Mong,22.312415790539678,114.17070392134312,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,63,90.0,9.0,1.29,19
490,887,1966274,Yau Tsim Mong,22.311609402660896,114.17104784108086,Other,Entire home/apt,6,1.0,0.0,3.0,Real Bed,186,85.0,10.0,3.86,28
491,628,6174711,Central & Western,22.281548262234114,114.15423020497705,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,100.0,10.0,0.11,15
492,596,15589711,Yau Tsim Mong,22.31124653877668,114.1710144165936,Apartment,Private room,5,1.0,1.0,3.0,Real Bed,22,89.0,10.0,0.45,9
493,306,304876,Central & Western,22.286367420694265,114.13977223119285,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28,87.0,10.0,0.63,20
494,432,304876,Central & Western,22.286088679825234,114.13834741617363,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,12,92.0,9.0,0.25,18
495,432,304876,Central & Western,22.28467155662057,114.13996833024795,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,6,80.0,8.0,0.13,13
496,385,304876,Central & Western,22.28455901963835,114.14001401991972,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,13,89.0,9.0,0.26,13
497,950,15630194,Central & Western,22.28317177429789,114.14927358030913,Apartment,Entire home/apt,2,1.0,0.0,1.0,Other,6,90.0,8.0,0.13,9
498,1020,15654313,Sai Kung,22.39248289705252,114.29856721806541,House,Private room,3,2.0,1.0,2.0,Real Bed,68,96.0,10.0,1.36,21
499,1546,15586744,Sha Tin,22.38573773311639,114.18727238930288,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,7,92.0,10.0,0.16,38
500,1523,15794863,Islands,22.28858937977345,114.0164494130104,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,17,94.0,10.0,0.34,14
501,1201,15831550,Islands,22.30270175239388,114.01117942735809,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,78,90.0,9.0,1.56,13
502,753,6728909,Southern,22.21996316342785,114.21203913298108,Apartment,Entire home/apt,6,1.0,1.0,3.0,Other,0,0.0,0.0,0.0,19
503,1177,8659457,Central & Western,22.284494474366856,114.15008841963578,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,40,96.0,10.0,0.81,37
504,447,14769835,Yau Tsim Mong,22.298064016079827,114.174100188944,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,150,90.0,10.0,3.03,20
505,651,15586744,Sai Kung,22.295964013506797,114.27269167904308,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,7,97.0,9.0,0.14,53
506,651,16111024,Wan Chai,22.27944469787712,114.17526210490749,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,51,91.0,10.0,1.1,18
507,698,16111024,Wan Chai,22.27678925877685,114.17781225109957,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,28,89.0,10.0,0.58,18
508,353,16118823,Yau Tsim Mong,22.325655467696446,114.16413745354755,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,5,88.0,9.0,0.16,21
509,581,2474113,Islands,22.23566743702084,114.10947172651495,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,2,100.0,10.0,0.04,15
510,494,12135592,Kwai Tsing,22.352428227998296,114.10888969600141,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,41,98.0,10.0,0.97,14
511,651,16221439,Central & Western,22.28458627954261,114.14851834651807,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,0,0.0,0.0,0.0,12
512,3500,13208334,Central & Western,22.278572786389933,114.15376228310623,Apartment,Entire home/apt,6,2.0,4.0,5.0,Real Bed,10,98.0,10.0,0.22,15
513,1248,2884995,Central & Western,22.281914834218107,114.1494848474386,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,10
514,2802,16481913,Eastern,22.288411112324287,114.19238267004343,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,41,98.0,10.0,0.85,39
515,793,16484232,Central & Western,22.28403638670631,114.14794281528185,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,23,92.0,10.0,0.49,15
516,644,179394,Central & Western,22.287483674462365,114.142900530779,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,18,87.0,9.0,0.37,8
517,502,8118271,Wan Chai,22.26972306797069,114.18394238875132,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,100.0,10.0,0.03,15
518,997,10219185,Wan Chai,22.281583027538872,114.18518738840721,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,8,100.0,10.0,0.17,19
519,1012,304876,Central & Western,22.279427520981898,114.15464379150689,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,44,88.0,10.0,0.91,18
520,997,16697849,Central & Western,22.28571349462916,114.14910488629343,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,98.0,10.0,0.42,17
521,596,14998497,Central & Western,22.282947014355088,114.15091382672935,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,100.0,10.0,0.03,12
522,1601,6531713,Wan Chai,22.27507500708793,114.17228851472031,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,29,88.0,9.0,0.64,29
523,353,15586744,Sai Kung,22.29322128510281,114.27265402008436,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,23,95.0,9.0,0.56,62
524,1177,4082905,Wan Chai,22.279010233518964,114.19253021096424,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,1,100.0,10.0,0.03,18
525,1868,2435171,Yau Tsim Mong,22.313104400879908,114.17078053040764,Apartment,Entire home/apt,10,2.0,3.0,3.0,Real Bed,137,84.0,10.0,2.99,41
526,1782,4064606,Islands,22.29640183098456,113.94144402442079,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,97.0,8.0,0.02,10
527,502,15586744,Sai Kung,22.29540012972705,114.27099008645416,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22,96.0,9.0,0.45,63
528,848,1966274,Yau Tsim Mong,22.313998582491994,114.16784298577231,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,130,88.0,9.0,2.7,27
529,549,15586744,Sai Kung,22.29469306011144,114.27121596287407,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,90.0,10.0,0.05,60
530,1750,15586744,Sai Kung,22.296337882917303,114.27193651551715,Apartment,Entire home/apt,8,2.0,3.0,5.0,Real Bed,9,98.0,9.0,0.41,57
531,651,16945122,Central & Western,22.286113138169426,114.14762777794586,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,100.0,10.0,0.05,10
532,502,4345949,Yau Tsim Mong,22.30786679898018,114.16988953911444,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,90.0,10.0,0.05,10
533,408,9443322,Eastern,22.284659302518197,114.19331220963372,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,191,83.0,9.0,4.43,12
534,903,10394386,Wan Chai,22.278983145000133,114.18228179174272,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,154,87.0,10.0,3.16,16
535,596,10394386,Wan Chai,22.27875002378581,114.18203575366964,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,141,86.0,10.0,2.91,17
536,353,14997120,Yau Tsim Mong,22.3218439738027,114.16995065914485,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,155,84.0,9.0,3.2,11
537,385,14997120,Yau Tsim Mong,22.32179427844091,114.16920901084713,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,32,87.0,10.0,0.76,11
538,706,1443229,Central & Western,22.284270757368827,114.13021829220214,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,7,80.0,10.0,0.16,13
539,377,17104885,Yau Tsim Mong,22.30677445254953,114.16826584833082,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,3,80.0,9.0,0.06,11
540,283,16313394,Sham Shui Po,22.32878648684833,114.16514464088844,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,74,74.0,8.0,1.88,12
541,479,4812035,Yau Tsim Mong,22.296648608821048,114.1721630626391,Hostel,Private room,2,8.0,1.0,8.0,Real Bed,22,93.0,10.0,0.47,19
542,157,17350567,North,22.50271530734536,114.12565661342592,Apartment,Private room,1,0.5,1.0,1.0,Other,95,96.0,9.0,1.96,13
543,1099,17428879,Sai Kung,22.382243735670986,114.27377382764936,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,25,98.0,10.0,0.81,19
544,1216,5469501,Yau Tsim Mong,22.318986082354897,114.16955073721742,Apartment,Entire home/apt,7,1.0,3.0,4.0,Real Bed,119,91.0,10.0,2.52,20
545,1005,17503144,Wan Chai,22.280780585888767,114.18182674706408,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,162,90.0,9.0,3.33,15
546,651,17597507,Wan Chai,22.27820905265761,114.18241080150021,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35,89.0,10.0,0.76,20
547,502,6633807,Yau Tsim Mong,22.300337403347477,114.17324171064058,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,211,87.0,10.0,4.34,15
548,549,3820308,Yau Tsim Mong,22.309450704627853,114.17068317847544,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,35,89.0,10.0,0.74,19
549,801,8558808,Wan Chai,22.274550963585963,114.17549391429309,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,2,100.0,10.0,0.06,19
550,801,17698262,Wan Chai,22.268866849376888,114.18377402654168,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,0.0,0.0,0.0,7
551,1201,6067974,Wan Chai,22.28457847088832,114.19210328549187,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,55,95.0,10.0,1.22,52
552,502,17759984,Central & Western,22.282110857402838,114.16225871073392,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,5,76.0,8.0,0.54,1
553,181,4090623,Yau Tsim Mong,22.32000247924644,114.16146408728106,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,60,93.0,9.0,1.29,11
554,698,10056448,Central & Western,22.287059810719324,114.14862766261685,Apartment,Entire home/apt,4,1.0,2.0,1.0,Real Bed,8,89.0,10.0,0.18,17
